id,user_id,setting_id
70000214,10000214,40000214
70000215,10000215,40000215
70000216,10000216,40000216
70000217,10000217,40000217
70000218,10000218,40000218
70000219,10000219,40000219
70000220,10000220,40000220
70000221,10000221,40000221
70000222,10000222,40000222
70000223,10000223,40000223
70000224,10000224,40000224
70000225,10000225,40000225
70000226,10000226,40000226
70000227,10000227,40000227
70000228,10000228,40000228
70000229,10000229,40000229
70000230,10000230,40000230
70000231,10000231,40000231
70000232,10000232,40000232
70000233,10000233,40000233
70000234,10000234,40000234
70000235,10000235,40000235
70000236,10000236,40000236
70000237,10000237,40000237
70000238,10000238,40000238
70000239,10000239,40000239
70000240,10000240,40000240
70000241,10000241,40000241
70000242,10000242,40000242
70000243,10000243,40000243
70000244,10000244,40000244
70000245,10000245,40000245
70000246,10000246,40000246
70000247,10000247,40000247
70000248,10000248,40000248
70000249,10000249,40000249
70000250,10000250,40000250
70000251,10000251,40000251
70000252,10000252,40000252
70000253,10000253,40000253
70000254,10000254,40000254
70000255,10000255,40000255
70000256,10000256,40000256
70000257,10000257,40000257
70000258,10000258,40000258
70000259,10000259,40000259
70000260,10000260,40000260
70000261,10000261,40000261
70000262,10000262,40000262
70000263,10000263,40000263
70000264,10000264,40000264
70000265,10000265,40000265
70000266,10000266,40000266
70000267,10000267,40000267
70000268,10000268,40000268
70000269,10000269,40000269
70000270,10000270,40000270
70000271,10000271,40000271
70000272,10000272,40000272
70000273,10000273,40000273
70000274,10000274,40000274
70000275,10000275,40000275
70000276,10000276,40000276
70000277,10000277,40000277
70000278,10000278,40000278
70000279,10000279,40000279
70000280,10000280,40000280
70000281,10000281,40000281
70000282,10000282,40000282
70000283,10000283,40000283
70000284,10000284,40000284
70000285,10000285,40000285
70000286,10000286,40000286
70000287,10000287,40000287
70000288,10000288,40000288
70000289,10000289,40000289
70000290,10000290,40000290
70000291,10000291,40000291
70000292,10000292,40000292
70000293,10000293,40000293
70000294,10000294,40000294
70000295,10000295,40000295
70000296,10000296,40000296
70000297,10000297,40000297
70000298,10000298,40000298
70000299,10000299,40000299
70000300,10000300,40000300
70000301,10000301,40000301
70000302,10000302,40000302
70000303,10000303,40000303
70000304,10000304,40000304
70000305,10000305,40000305
70000306,10000306,40000306
70000307,10000307,40000307
70000308,10000308,40000308
70000309,10000309,40000309
70000310,10000310,40000310
70000311,10000311,40000311
70000312,10000312,40000312
70000313,10000313,40000313
70000314,10000314,40000314
70000315,10000315,40000315
70000316,10000316,40000316
70000317,10000317,40000317
70000318,10000318,40000318
70000319,10000319,40000319
70000320,10000320,40000320
70000321,10000321,40000321
70000322,10000322,40000322
70000323,10000323,40000323
70000324,10000324,40000324
70000325,10000325,40000325
70000326,10000326,40000326
70000327,10000327,40000327
70000328,10000328,40000328
70000329,10000329,40000329
70000330,10000330,40000330
70000331,10000331,40000331
70000332,10000332,40000332
70000333,10000333,40000333
70000334,10000334,40000334
70000335,10000335,40000335
70000336,10000336,40000336
70000337,10000337,40000337
70000338,10000338,40000338
70000339,10000339,40000339
70000340,10000340,40000340
70000341,10000341,40000341
70000342,10000342,40000342
70000343,10000343,40000343
70000344,10000344,40000344
70000345,10000345,40000345
70000346,10000346,40000346
70000347,10000347,40000347
70000348,10000348,40000348
70000349,10000349,40000349
70000350,10000350,40000350
70000351,10000351,40000351
70000352,10000352,40000352
70000353,10000353,40000353
70000354,10000354,40000354
70000355,10000355,40000355
70000356,10000356,40000356
70000357,10000357,40000357
70000358,10000358,40000358
70000359,10000359,40000359
70000360,10000360,40000360
70000361,10000361,40000361
70000362,10000362,40000362
70000363,10000363,40000363
70000364,10000364,40000364
70000365,10000365,40000365
70000366,10000366,40000366
70000367,10000367,40000367
70000368,10000368,40000368
70000369,10000369,40000369
70000370,10000370,40000370
70000371,10000371,40000371
70000372,10000372,40000372
70000373,10000373,40000373
70000374,10000374,40000374
70000375,10000375,40000375
70000376,10000376,40000376
70000377,10000377,40000377
70000378,10000378,40000378
70000379,10000379,40000379
70000380,10000380,40000380
70000381,10000381,40000381
70000382,10000382,40000382
70000383,10000383,40000383
70000384,10000384,40000384
70000385,10000385,40000385
70000386,10000386,40000386
70000387,10000387,40000387
70000388,10000388,40000388
70000389,10000389,40000389
70000390,10000390,40000390
70000391,10000391,40000391
70000392,10000392,40000392
70000393,10000393,40000393
70000394,10000394,40000394
70000395,10000395,40000395
70000396,10000396,40000396
70000397,10000397,40000397
70000398,10000398,40000398
70000399,10000399,40000399
70000400,10000400,40000400
70000401,10000401,40000401
70000402,10000402,40000402
70000403,10000403,40000403
70000404,10000404,40000404
70000405,10000405,40000405
70000406,10000406,40000406
70000407,10000407,40000407
70000408,10000408,40000408
70000409,10000409,40000409
70000410,10000410,40000410
70000411,10000411,40000411
70000412,10000412,40000412
70000413,10000413,40000413
70000414,10000414,40000414
70000415,10000415,40000415
70000416,10000416,40000416
70000417,10000417,40000417
70000418,10000418,40000418
70000419,10000419,40000419
70000420,10000420,40000420
70000421,10000421,40000421
70000422,10000422,40000422
70000423,10000423,40000423
70000424,10000424,40000424
70000425,10000425,40000425
70000426,10000426,40000426
70000427,10000427,40000427
70000428,10000428,40000428
70000429,10000429,40000429
70000430,10000430,40000430
70000431,10000431,40000431
70000432,10000432,40000432
70000433,10000433,40000433
70000434,10000434,40000434
70000435,10000435,40000435
70000436,10000436,40000436
70000437,10000437,40000437
70000438,10000438,40000438
70000439,10000439,40000439
70000440,10000440,40000440
70000441,10000441,40000441
70000442,10000442,40000442
70000443,10000443,40000443
70000444,10000444,40000444
70000445,10000445,40000445
70000446,10000446,40000446
70000447,10000447,40000447
70000448,10000448,40000448
70000449,10000449,40000449
70000450,10000450,40000450
70000451,10000451,40000451
70000452,10000452,40000452
70000453,10000453,40000453
70000454,10000454,40000454
70000455,10000455,40000455
70000456,10000456,40000456
70000457,10000457,40000457
70000458,10000458,40000458
70000459,10000459,40000459
70000460,10000460,40000460
70000461,10000461,40000461
70000462,10000462,40000462
70000463,10000463,40000463
70000464,10000464,40000464
70000465,10000465,40000465
70000466,10000466,40000466
70000467,10000467,40000467
70000468,10000468,40000468
70000469,10000469,40000469
70000470,10000470,40000470
70000471,10000471,40000471
70000472,10000472,40000472
70000473,10000473,40000473
70000474,10000474,40000474
70000475,10000475,40000475
70000476,10000476,40000476
70000477,10000477,40000477
70000478,10000478,40000478
70000479,10000479,40000479
70000480,10000480,40000480
70000481,10000481,40000481
70000482,10000482,40000482
70000483,10000483,40000483
70000484,10000484,40000484
70000485,10000485,40000485
70000486,10000486,40000486
70000487,10000487,40000487
70000488,10000488,40000488
70000489,10000489,40000489
70000490,10000490,40000490
70000491,10000491,40000491
70000492,10000492,40000492
70000493,10000493,40000493
70000494,10000494,40000494
70000495,10000495,40000495
70000496,10000496,40000496
70000497,10000497,40000497
70000498,10000498,40000498
70000499,10000499,40000499
70000500,10000500,40000500
70000501,10000501,40000501
70000502,10000502,40000502
70000503,10000503,40000503
70000504,10000504,40000504
70000505,10000505,40000505
70000506,10000506,40000506
70000507,10000507,40000507
70000508,10000508,40000508
70000509,10000509,40000509
70000510,10000510,40000510
70000511,10000511,40000511
70000512,10000512,40000512
70000513,10000513,40000513
70000514,10000514,40000514
70000515,10000515,40000515
70000516,10000516,40000516
70000517,10000517,40000517
70000518,10000518,40000518
70000519,10000519,40000519
70000520,10000520,40000520
70000521,10000521,40000521
70000522,10000522,40000522
70000523,10000523,40000523
70000524,10000524,40000524
70000525,10000525,40000525
70000526,10000526,40000526
70000527,10000527,40000527
70000528,10000528,40000528
70000529,10000529,40000529
70000530,10000530,40000530
70000531,10000531,40000531
70000532,10000532,40000532
70000533,10000533,40000533
70000534,10000534,40000534
70000535,10000535,40000535
70000536,10000536,40000536
70000537,10000537,40000537
70000538,10000538,40000538
70000539,10000539,40000539
70000540,10000540,40000540
70000541,10000541,40000541
70000542,10000542,40000542
70000543,10000543,40000543
70000544,10000544,40000544
70000545,10000545,40000545
70000546,10000546,40000546
70000547,10000547,40000547
70000548,10000548,40000548
70000549,10000549,40000549
70000550,10000550,40000550
70000551,10000551,40000551
70000552,10000552,40000552
70000553,10000553,40000553
70000554,10000554,40000554
70000555,10000555,40000555
70000556,10000556,40000556
70000557,10000557,40000557
70000558,10000558,40000558
70000559,10000559,40000559
70000560,10000560,40000560
70000561,10000561,40000561
70000562,10000562,40000562
70000563,10000563,40000563
70000564,10000564,40000564
70000565,10000565,40000565
70000566,10000566,40000566
70000567,10000567,40000567
70000568,10000568,40000568
70000569,10000569,40000569
70000570,10000570,40000570
70000571,10000571,40000571
70000572,10000572,40000572
70000573,10000573,40000573
70000574,10000574,40000574
70000575,10000575,40000575
70000576,10000576,40000576
70000577,10000577,40000577
70000578,10000578,40000578
70000579,10000579,40000579
70000580,10000580,40000580
70000581,10000581,40000581
70000582,10000582,40000582
70000583,10000583,40000583
70000584,10000584,40000584
70000585,10000585,40000585
70000586,10000586,40000586
70000587,10000587,40000587
70000588,10000588,40000588
70000589,10000589,40000589
70000590,10000590,40000590
70000591,10000591,40000591
70000592,10000592,40000592
70000593,10000593,40000593
70000594,10000594,40000594
70000595,10000595,40000595
70000596,10000596,40000596
70000597,10000597,40000597
70000598,10000598,40000598
70000599,10000599,40000599
70000600,10000600,40000600
70000601,10000601,40000601
70000602,10000602,40000602
70000603,10000603,40000603
70000604,10000604,40000604
70000605,10000605,40000605
70000606,10000606,40000606
70000607,10000607,40000607
70000608,10000608,40000608
70000609,10000609,40000609
70000610,10000610,40000610
70000611,10000611,40000611
70000612,10000612,40000612
70000613,10000613,40000613
70000614,10000614,40000614
70000615,10000615,40000615
70000616,10000616,40000616
70000617,10000617,40000617
70000618,10000618,40000618
70000619,10000619,40000619
70000620,10000620,40000620
70000621,10000621,40000621
70000622,10000622,40000622
70000623,10000623,40000623
70000624,10000624,40000624
70000625,10000625,40000625
70000626,10000626,40000626
70000627,10000627,40000627
70000628,10000628,40000628
70000629,10000629,40000629
70000630,10000630,40000630
70000631,10000631,40000631
70000632,10000632,40000632
70000633,10000633,40000633
70000634,10000634,40000634
70000635,10000635,40000635
70000636,10000636,40000636
70000637,10000637,40000637
70000638,10000638,40000638
70000639,10000639,40000639
70000640,10000640,40000640
70000641,10000641,40000641
70000642,10000642,40000642
70000643,10000643,40000643
70000644,10000644,40000644
70000645,10000645,40000645
70000646,10000646,40000646
70000647,10000647,40000647
70000648,10000648,40000648
70000649,10000649,40000649
70000650,10000650,40000650
70000651,10000651,40000651
70000652,10000652,40000652
70000653,10000653,40000653
70000654,10000654,40000654
70000655,10000655,40000655
70000656,10000656,40000656
70000657,10000657,40000657
70000658,10000658,40000658
70000659,10000659,40000659
70000660,10000660,40000660
70000661,10000661,40000661
70000662,10000662,40000662
70000663,10000663,40000663
70000664,10000664,40000664
70000665,10000665,40000665
70000666,10000666,40000666
70000667,10000667,40000667
70000668,10000668,40000668
70000669,10000669,40000669
70000670,10000670,40000670
70000671,10000671,40000671
70000672,10000672,40000672
70000673,10000673,40000673
70000674,10000674,40000674
70000675,10000675,40000675
70000676,10000676,40000676
70000677,10000677,40000677
70000678,10000678,40000678
70000679,10000679,40000679
70000680,10000680,40000680
70000681,10000681,40000681
70000682,10000682,40000682
70000683,10000683,40000683
70000684,10000684,40000684
70000685,10000685,40000685
70000686,10000686,40000686
70000687,10000687,40000687
70000688,10000688,40000688
70000689,10000689,40000689
70000690,10000690,40000690
70000691,10000691,40000691
70000692,10000692,40000692
70000693,10000693,40000693
70000694,10000694,40000694
70000695,10000695,40000695
70000696,10000696,40000696
70000697,10000697,40000697
70000698,10000698,40000698
70000699,10000699,40000699
70000700,10000700,40000700
70000701,10000701,40000701
70000702,10000702,40000702
70000703,10000703,40000703
70000704,10000704,40000704
70000705,10000705,40000705
70000706,10000706,40000706
70000707,10000707,40000707
70000708,10000708,40000708
70000709,10000709,40000709
70000710,10000710,40000710
70000711,10000711,40000711
70000712,10000712,40000712
70000713,10000713,40000713
70000714,10000714,40000714
70000715,10000715,40000715
70000716,10000716,40000716
70000717,10000717,40000717
70000718,10000718,40000718
70000719,10000719,40000719
70000720,10000720,40000720
70000721,10000721,40000721
70000722,10000722,40000722
70000723,10000723,40000723
70000724,10000724,40000724
70000725,10000725,40000725
70000726,10000726,40000726
70000727,10000727,40000727
70000728,10000728,40000728
70000729,10000729,40000729
70000730,10000730,40000730
70000731,10000731,40000731
70000732,10000732,40000732
70000733,10000733,40000733
70000734,10000734,40000734
70000735,10000735,40000735
70000736,10000736,40000736
70000737,10000737,40000737
70000738,10000738,40000738
70000739,10000739,40000739
70000740,10000740,40000740
70000741,10000741,40000741
70000742,10000742,40000742
70000743,10000743,40000743
70000744,10000744,40000744
70000745,10000745,40000745
70000746,10000746,40000746
70000747,10000747,40000747
70000748,10000748,40000748
70000749,10000749,40000749
70000750,10000750,40000750
70000751,10000751,40000751
70000752,10000752,40000752
70000753,10000753,40000753
70000754,10000754,40000754
70000755,10000755,40000755
70000756,10000756,40000756
70000757,10000757,40000757
70000758,10000758,40000758
70000759,10000759,40000759
70000760,10000760,40000760
70000761,10000761,40000761
70000762,10000762,40000762
70000763,10000763,40000763
70000764,10000764,40000764
70000765,10000765,40000765
70000766,10000766,40000766
70000767,10000767,40000767
70000768,10000768,40000768
70000769,10000769,40000769
70000770,10000770,40000770
70000771,10000771,40000771
70000772,10000772,40000772
70000773,10000773,40000773
70000774,10000774,40000774
70000775,10000775,40000775
70000776,10000776,40000776
70000777,10000777,40000777
70000778,10000778,40000778
70000779,10000779,40000779
70000780,10000780,40000780
70000781,10000781,40000781
70000782,10000782,40000782
70000783,10000783,40000783
70000784,10000784,40000784
70000785,10000785,40000785
70000786,10000786,40000786
70000787,10000787,40000787
70000788,10000788,40000788
70000789,10000789,40000789
70000790,10000790,40000790
70000791,10000791,40000791
70000792,10000792,40000792
70000793,10000793,40000793
70000794,10000794,40000794
70000795,10000795,40000795
70000796,10000796,40000796
70000797,10000797,40000797
70000798,10000798,40000798
70000799,10000799,40000799
70000800,10000800,40000800
70000801,10000801,40000801
70000802,10000802,40000802
70000803,10000803,40000803
70000804,10000804,40000804
70000805,10000805,40000805
70000806,10000806,40000806
70000807,10000807,40000807
70000808,10000808,40000808
70000809,10000809,40000809
70000810,10000810,40000810
70000811,10000811,40000811
70000812,10000812,40000812
70000813,10000813,40000813
70000814,10000814,40000814
70000815,10000815,40000815
70000816,10000816,40000816
70000817,10000817,40000817
70000818,10000818,40000818
70000819,10000819,40000819
70000820,10000820,40000820
70000821,10000821,40000821
70000822,10000822,40000822
70000823,10000823,40000823
70000824,10000824,40000824
70000825,10000825,40000825
70000826,10000826,40000826
70000827,10000827,40000827
70000828,10000828,40000828
70000829,10000829,40000829
70000830,10000830,40000830
70000831,10000831,40000831
70000832,10000832,40000832
70000833,10000833,40000833
70000834,10000834,40000834
70000835,10000835,40000835
70000836,10000836,40000836
70000837,10000837,40000837
70000838,10000838,40000838
70000839,10000839,40000839
70000840,10000840,40000840
70000841,10000841,40000841
70000842,10000842,40000842
70000843,10000843,40000843
70000844,10000844,40000844
70000845,10000845,40000845
70000846,10000846,40000846
70000847,10000847,40000847
70000848,10000848,40000848
70000849,10000849,40000849
70000850,10000850,40000850
70000851,10000851,40000851
70000852,10000852,40000852
70000853,10000853,40000853
70000854,10000854,40000854
70000855,10000855,40000855
70000856,10000856,40000856
70000857,10000857,40000857
70000858,10000858,40000858
70000859,10000859,40000859
70000860,10000860,40000860
70000861,10000861,40000861
70000862,10000862,40000862
70000863,10000863,40000863
70000864,10000864,40000864
70000865,10000865,40000865
70000866,10000866,40000866
70000867,10000867,40000867
70000868,10000868,40000868
70000869,10000869,40000869
70000870,10000870,40000870
70000871,10000871,40000871
70000872,10000872,40000872
70000873,10000873,40000873
70000874,10000874,40000874
70000875,10000875,40000875
70000876,10000876,40000876
70000877,10000877,40000877
70000878,10000878,40000878
70000879,10000879,40000879
70000880,10000880,40000880
70000881,10000881,40000881
70000882,10000882,40000882
70000883,10000883,40000883
70000884,10000884,40000884
70000885,10000885,40000885
70000886,10000886,40000886
70000887,10000887,40000887
70000888,10000888,40000888
70000889,10000889,40000889
70000890,10000890,40000890
70000891,10000891,40000891
70000892,10000892,40000892
70000893,10000893,40000893
70000894,10000894,40000894
70000895,10000895,40000895
70000896,10000896,40000896
70000897,10000897,40000897
70000898,10000898,40000898
70000899,10000899,40000899
70000900,10000900,40000900
70000901,10000901,40000901
70000902,10000902,40000902
70000903,10000903,40000903
70000904,10000904,40000904
70000905,10000905,40000905
70000906,10000906,40000906
70000907,10000907,40000907
70000908,10000908,40000908
70000909,10000909,40000909
70000910,10000910,40000910
70000911,10000911,40000911
70000912,10000912,40000912
70000913,10000913,40000913
70000914,10000914,40000914
70000915,10000915,40000915
70000916,10000916,40000916
70000917,10000917,40000917
70000918,10000918,40000918
70000919,10000919,40000919
70000920,10000920,40000920
70000921,10000921,40000921
70000922,10000922,40000922
70000923,10000923,40000923
70000924,10000924,40000924
70000925,10000925,40000925
70000926,10000926,40000926
70000927,10000927,40000927
70000928,10000928,40000928
70000929,10000929,40000929
70000930,10000930,40000930
70000931,10000931,40000931
70000932,10000932,40000932
70000933,10000933,40000933
70000934,10000934,40000934
70000935,10000935,40000935
70000936,10000936,40000936
70000937,10000937,40000937
70000938,10000938,40000938
70000939,10000939,40000939
70000940,10000940,40000940
70000941,10000941,40000941
70000942,10000942,40000942
70000943,10000943,40000943
70000944,10000944,40000944
70000945,10000945,40000945
70000946,10000946,40000946
70000947,10000947,40000947
70000948,10000948,40000948
70000949,10000949,40000949
70000950,10000950,40000950
70000951,10000951,40000951
70000952,10000952,40000952
70000953,10000953,40000953
70000954,10000954,40000954
70000955,10000955,40000955
70000956,10000956,40000956
70000957,10000957,40000957
70000958,10000958,40000958
70000959,10000959,40000959
70000960,10000960,40000960
70000961,10000961,40000961
70000962,10000962,40000962
70000963,10000963,40000963
70000964,10000964,40000964
70000965,10000965,40000965
70000966,10000966,40000966
70000967,10000967,40000967
70000968,10000968,40000968
70000969,10000969,40000969
70000970,10000970,40000970
70000971,10000971,40000971
70000972,10000972,40000972
70000973,10000973,40000973
70000974,10000974,40000974
70000975,10000975,40000975
70000976,10000976,40000976
70000977,10000977,40000977
70000978,10000978,40000978
70000979,10000979,40000979
70000980,10000980,40000980
70000981,10000981,40000981
70000982,10000982,40000982
70000983,10000983,40000983
70000984,10000984,40000984
70000985,10000985,40000985
70000986,10000986,40000986
70000987,10000987,40000987
70000988,10000988,40000988
70000989,10000989,40000989
70000990,10000990,40000990
70000991,10000991,40000991
70000992,10000992,40000992
70000993,10000993,40000993
70000994,10000994,40000994
70000995,10000995,40000995
70000996,10000996,40000996
70000997,10000997,40000997
70000998,10000998,40000998
70000999,10000999,40000999
70001000,10001000,40001000
70001001,10001001,40001001
70001002,10001002,40001002
70001003,10001003,40001003
70001004,10001004,40001004
70001005,10001005,40001005
70001006,10001006,40001006
70001007,10001007,40001007
70001008,10001008,40001008
70001009,10001009,40001009
70001010,10001010,40001010
70001011,10001011,40001011
70001012,10001012,40001012
70001013,10001013,40001013
70001014,10001014,40001014
70001015,10001015,40001015
70001016,10001016,40001016
70001017,10001017,40001017
70001018,10001018,40001018
70001019,10001019,40001019
70001020,10001020,40001020
70001021,10001021,40001021
70001022,10001022,40001022
70001023,10001023,40001023
70001024,10001024,40001024
70001025,10001025,40001025
70001026,10001026,40001026
70001027,10001027,40001027
70001028,10001028,40001028
70001029,10001029,40001029
70001030,10001030,40001030
70001031,10001031,40001031
70001032,10001032,40001032
70001033,10001033,40001033
70001034,10001034,40001034
70001035,10001035,40001035
70001036,10001036,40001036
70001037,10001037,40001037
70001038,10001038,40001038
70001039,10001039,40001039
70001040,10001040,40001040
70001041,10001041,40001041
70001042,10001042,40001042
70001043,10001043,40001043
70001044,10001044,40001044
70001045,10001045,40001045
70001046,10001046,40001046
70001047,10001047,40001047
70001048,10001048,40001048
70001049,10001049,40001049
70001050,10001050,40001050
70001051,10001051,40001051
70001052,10001052,40001052
70001053,10001053,40001053
70001054,10001054,40001054
70001055,10001055,40001055
70001056,10001056,40001056
70001057,10001057,40001057
70001058,10001058,40001058
70001059,10001059,40001059
70001060,10001060,40001060
70001061,10001061,40001061
70001062,10001062,40001062
70001063,10001063,40001063
70001064,10001064,40001064
70001065,10001065,40001065
70001066,10001066,40001066
70001067,10001067,40001067
70001068,10001068,40001068
70001069,10001069,40001069
70001070,10001070,40001070
70001071,10001071,40001071
70001072,10001072,40001072
70001073,10001073,40001073
70001074,10001074,40001074
70001075,10001075,40001075
70001076,10001076,40001076
70001077,10001077,40001077
70001078,10001078,40001078
70001079,10001079,40001079
70001080,10001080,40001080
70001081,10001081,40001081
70001082,10001082,40001082
70001083,10001083,40001083
70001084,10001084,40001084
70001085,10001085,40001085
70001086,10001086,40001086
70001087,10001087,40001087
70001088,10001088,40001088
70001089,10001089,40001089
70001090,10001090,40001090
70001091,10001091,40001091
70001092,10001092,40001092
70001093,10001093,40001093
70001094,10001094,40001094
70001095,10001095,40001095
70001096,10001096,40001096
70001097,10001097,40001097
70001098,10001098,40001098
70001099,10001099,40001099
70001100,10001100,40001100
70001101,10001101,40001101
70001102,10001102,40001102
70001103,10001103,40001103
70001104,10001104,40001104
70001105,10001105,40001105
70001106,10001106,40001106
70001107,10001107,40001107
70001108,10001108,40001108
70001109,10001109,40001109
70001110,10001110,40001110
70001111,10001111,40001111
70001112,10001112,40001112
70001113,10001113,40001113
70001114,10001114,40001114
70001115,10001115,40001115
70001116,10001116,40001116
70001117,10001117,40001117
70001118,10001118,40001118
70001119,10001119,40001119
70001120,10001120,40001120
70001121,10001121,40001121
70001122,10001122,40001122
70001123,10001123,40001123
70001124,10001124,40001124
70001125,10001125,40001125
70001126,10001126,40001126
70001127,10001127,40001127
70001128,10001128,40001128
70001129,10001129,40001129
70001130,10001130,40001130
70001131,10001131,40001131
70001132,10001132,40001132
70001133,10001133,40001133
70001134,10001134,40001134
70001135,10001135,40001135
70001136,10001136,40001136
70001137,10001137,40001137
70001138,10001138,40001138
70001139,10001139,40001139
70001140,10001140,40001140
70001141,10001141,40001141
70001142,10001142,40001142
70001143,10001143,40001143
70001144,10001144,40001144
70001145,10001145,40001145
70001146,10001146,40001146
70001147,10001147,40001147
70001148,10001148,40001148
70001149,10001149,40001149
70001150,10001150,40001150
70001151,10001151,40001151
70001152,10001152,40001152
70001153,10001153,40001153
70001154,10001154,40001154
70001155,10001155,40001155
70001156,10001156,40001156
70001157,10001157,40001157
70001158,10001158,40001158
70001159,10001159,40001159
70001160,10001160,40001160
70001161,10001161,40001161
70001162,10001162,40001162
70001163,10001163,40001163
70001164,10001164,40001164
